date,close,open,high,low,volume,fng_value,fng_classification,change_percent,next_change_percent
2020-12-10,18247.2,18546.1,18551.8,17926.8,85.31,94.0,Extreme Greed,-1.61,-1.23
2020-12-11,18023.6,18250.5,18288.3,17600.1,111.53,89.0,Extreme Greed,-1.23,4.36
2020-12-12,18808.9,18026.7,18936.2,18025.1,71.37,90.0,Extreme Greed,4.36,1.96
2020-12-13,19176.8,18808.1,19403.6,18716.8,82.45,91.0,Extreme Greed,1.96,0.51
2020-12-14,19273.8,19176.4,19346.5,19007.0,67.11,95.0,Extreme Greed,0.51,0.84
2020-12-15,19434.9,19273.9,19556.3,19076.2,98.39,91.0,Extreme Greed,0.84,9.87
2020-12-16,21352.2,19434.7,21525.3,19299.7,199.81,92.0,Extreme Greed,9.87,6.9
2020-12-17,22825.4,21352.3,23738.0,21243.1,310.74,92.0,Extreme Greed,6.9,1.33
2020-12-18,23127.9,22823.3,23272.8,22361.5,131.8,95.0,Extreme Greed,1.33,3.1
2020-12-19,23844.0,23127.6,24107.1,22797.0,133.88,93.0,Extreme Greed,3.1,-1.55
2020-12-20,23474.9,23843.6,24280.9,23098.9,114.09,92.0,Extreme Greed,-1.55,-3.18
2020-12-21,22728.5,23474.1,24101.9,22015.5,154.69,92.0,Extreme Greed,-3.18,4.82
2020-12-22,23823.2,22730.4,23825.4,22388.6,130.75,88.0,Extreme Greed,4.82,-2.37
2020-12-23,23257.9,23820.8,24063.7,22694.7,178.47,93.0,Extreme Greed,-2.37,2.06
2020-12-24,23736.5,23253.2,23783.7,22737.3,104.59,86.0,Extreme Greed,2.06,4.02
2020-12-25,24689.6,23728.7,24778.9,23445.3,2.4,94.0,Extreme Greed,4.02,7.15
2020-12-26,26454.4,24714.7,26826.0,24515.1,155.77,93.0,Extreme Greed,7.15,-0.73
2020-12-27,26261.3,26460.3,28360.3,25858.2,231.23,91.0,Extreme Greed,-0.73,3.03
2020-12-28,27057.8,26259.2,27444.9,26144.3,126.98,92.0,Extreme Greed,3.03,1.18
2020-12-29,27376.0,27065.3,27390.7,25902.8,119.57,91.0,Extreme Greed,1.18,5.45
2020-12-30,28868.7,27374.5,28979.3,27374.5,159.82,91.0,Extreme Greed,5.45,0.28
2020-12-31,28949.4,28866.8,29298.8,28025.0,136.69,95.0,Extreme Greed,0.28,1.42
2021-01-01,29359.9,28951.7,29627.1,28712.4,100.9,94.0,Extreme Greed,1.42,9.65
2021-01-02,32193.3,29359.7,33233.5,29008.0,240.87,94.0,Extreme Greed,9.65,2.38
2021-01-03,32958.9,32192.9,34755.9,32029.6,155.21,93.0,Extreme Greed,2.38,-2.84
2021-01-04,32022.6,33016.6,33587.5,28204.5,255.27,94.0,Extreme Greed,-2.84,6.15
2021-01-05,33991.5,32015.4,34414.7,30010.5,202.13,93.0,Extreme Greed,6.15,8.24
2021-01-06,36793.2,33999.3,36934.8,33408.3,227.56,95.0,Extreme Greed,8.24,7.25
2021-01-07,39460.2,36798.5,40340.9,36361.2,249.6,91.0,Extreme Greed,7.25,2.89
2021-01-08,40599.3,39466.4,41921.7,36613.4,251.29,93.0,Extreme Greed,2.89,-1.1
2021-01-09,40151.9,40607.2,41363.5,38775.1,128.42,93.0,Extreme Greed,-1.1,-4.88
2021-01-10,38192.2,40149.7,41362.4,35141.6,215.78,94.0,Extreme Greed,-4.88,-6.93
2021-01-11,35544.3,38195.3,38217.2,30411.6,251.04,90.0,Extreme Greed,-6.93,-4.13
2021-01-12,34076.1,35426.0,36598.7,32572.7,241.93,84.0,Extreme Greed,-4.13,9.7
2021-01-13,37382.2,34061.2,37764.6,32451.9,209.93,78.0,Extreme Greed,9.7,4.8
2021-01-14,39175.7,37383.4,40054.3,36772.1,172.4,83.0,Extreme Greed,4.8,-5.95
2021-01-15,36845.8,39175.7,39715.0,34488.7,118.42,88.0,Extreme Greed,-5.95,-2.24
2021-01-16,36019.5,36751.8,37931.7,35408.4,137.02,84.0,Extreme Greed,-2.24,-0.5
2021-01-17,35839.6,36020.1,36801.3,33883.5,126.82,79.0,Extreme Greed,-0.5,2.16
2021-01-18,36613.2,35838.2,37436.8,34801.0,111.52,79.0,Extreme Greed,2.16,-1.67
2021-01-19,36002.9,36630.6,37821.0,36001.4,79.11,80.0,Extreme Greed,-1.67,-1.46
2021-01-20,35476.3,35862.1,36384.4,33444.5,153.61,78.0,Extreme Greed,-1.46,-13.06
2021-01-21,30842.1,35472.3,35591.1,30101.8,253.27,75.0,Greed,-13.06,7.0
2021-01-22,33000.5,30838.7,33821.2,28871.2,243.09,40.0,Fear,7.0,-2.76
2021-01-23,32088.9,32994.1,33441.4,31418.2,100.7,74.0,Greed,-2.76,0.47
2021-01-24,32241.3,32088.5,33034.8,30982.9,88.21,70.0,Greed,0.47,0.03
2021-01-25,32252.3,32244.3,34854.3,31967.4,142.43,74.0,Greed,0.03,0.77
2021-01-26,32502.1,32244.1,32917.7,30850.0,139.84,71.0,Greed,0.77,-6.46
2021-01-27,30404.0,32499.6,32545.4,29290.4,194.35,78.0,Extreme Greed,-6.46,9.77
2021-01-28,33374.8,30408.9,33790.8,29911.9,167.39,55.0,Greed,9.77,2.78
2021-01-29,34301.8,33381.7,38546.0,31953.3,297.73,77.0,Extreme Greed,2.78,-0.05
2021-01-30,34283.1,34300.0,34920.9,32908.5,128.57,76.0,Extreme Greed,-0.05,-3.43
2021-01-31,33108.1,34281.6,34348.3,32189.9,101.92,78.0,Extreme Greed,-3.43,1.23
2021-02-01,33515.7,33106.8,34685.6,32324.9,126.32,77.0,Extreme Greed,1.23,5.88
2021-02-02,35485.2,33514.0,35976.1,33462.4,120.85,76.0,Extreme Greed,5.88,6.09
2021-02-03,37646.8,35486.9,37646.8,35401.5,131.03,78.0,Extreme Greed,6.09,-1.77
2021-02-04,36982.1,37648.9,38707.9,36380.8,151.44,80.0,Extreme Greed,-1.77,3.56
2021-02-05,38297.6,36976.4,38303.6,36640.0,100.6,81.0,Extreme Greed,3.56,2.5
2021-02-06,39256.6,38300.6,40939.7,38275.3,156.02,84.0,Extreme Greed,2.5,-1.03
2021-02-07,38852.9,39228.9,39691.7,37381.6,125.37,86.0,Extreme Greed,-1.03,19.41
2021-02-08,46395.7,38853.6,46596.4,38057.0,248.47,83.0,Extreme Greed,19.41,0.24
2021-02-09,46508.6,46396.4,48143.5,45104.7,193.87,95.0,Extreme Greed,0.24,-3.6
2021-02-10,44836.0,46507.8,47295.3,43800.5,151.83,92.0,Extreme Greed,-3.6,7.04
2021-02-11,47990.7,44834.8,48622.1,44041.1,145.77,93.0,Extreme Greed,7.04,-1.29
2021-02-12,47371.7,47995.0,48927.4,46218.6,133.73,92.0,Extreme Greed,-1.29,-0.43
2021-02-13,47168.7,47373.1,48097.3,46270.5,89.42,92.0,Extreme Greed,-0.43,3.13
2021-02-14,48643.4,47172.1,49695.1,47051.9,106.5,95.0,Extreme Greed,3.13,-1.45
2021-02-15,47936.3,48611.1,48936.5,45786.1,123.18,93.0,Extreme Greed,-1.45,2.57
2021-02-16,49169.7,47934.2,50515.8,47044.4,141.37,95.0,Extreme Greed,2.57,5.92
2021-02-17,52079.2,49161.3,52577.7,49018.1,140.03,95.0,Extreme Greed,5.92,-0.95
2021-02-18,51582.2,52094.5,52524.0,50941.6,94.35,91.0,Extreme Greed,-0.95,8.38
2021-02-19,55906.6,51590.1,56238.5,50816.8,139.43,93.0,Extreme Greed,8.38,0.03
2021-02-20,55923.7,55922.0,57523.8,54124.1,127.85,91.0,Extreme Greed,0.03,2.7
2021-02-21,57433.8,55907.6,58335.1,55502.7,87.26,91.0,Extreme Greed,2.7,-5.78
2021-02-22,54111.8,57437.6,57480.8,48353.8,244.95,94.0,Extreme Greed,-5.78,-9.61
2021-02-23,48911.2,54114.1,54115.0,45093.8,315.07,94.0,Extreme Greed,-9.61,1.61
2021-02-24,49697.5,48911.1,51311.8,47031.7,153.75,76.0,Extreme Greed,1.61,-5.57
2021-02-25,46928.5,49695.9,52013.8,46773.7,83.22,79.0,Extreme Greed,-5.57,-1.24
2021-02-26,46345.6,46928.5,48413.9,44248.2,189.41,55.0,Greed,-1.24,-0.45
2021-02-27,46136.7,46333.1,48335.1,45059.4,98.75,56.0,Greed,-0.45,-2.11
2021-02-28,45164.0,46136.0,46582.0,43100.6,135.08,55.0,Greed,-2.11,9.81
2021-03-01,49595.5,45160.5,49774.0,45008.8,137.52,38.0,Fear,9.81,-2.36
2021-03-02,48424.2,49595.6,50191.9,47100.6,102.1,78.0,Extreme Greed,-2.36,4.07
2021-03-03,50395.1,48422.2,52567.9,48159.2,44.93,78.0,Extreme Greed,4.07,-3.9
2021-03-04,48428.0,50388.0,51757.7,47521.8,9.56,84.0,Extreme Greed,-3.9,0.75
2021-03-05,48792.5,48363.6,49429.4,46370.1,113.64,77.0,Extreme Greed,0.75,0.13
2021-03-06,48855.6,48798.7,49191.8,47132.8,66.66,77.0,Extreme Greed,0.13,4.35
2021-03-07,50982.3,48899.0,51434.1,48890.6,82.91,76.0,Extreme Greed,4.35,2.61
2021-03-08,52311.0,50988.9,52384.9,49338.1,68.14,81.0,Extreme Greed,2.61,4.91
2021-03-09,54879.0,52352.4,54880.6,51941.3,114.06,81.0,Extreme Greed,4.91,1.77
2021-03-10,55851.9,54882.7,57328.7,53073.6,140.96,68.0,Greed,1.77,3.49
2021-03-11,57799.5,55851.2,58135.0,54351.8,129.63,73.0,Greed,3.49,-0.92
2021-03-12,57265.1,57806.2,58052.3,55134.5,116.96,70.0,Greed,-0.92,6.86
2021-03-13,61195.3,57267.4,61795.8,56118.8,134.64,74.0,Greed,6.86,-3.4
2021-03-14,59113.7,61192.7,61673.7,59113.7,80.29,78.0,Extreme Greed,-3.4,-5.62
2021-03-15,55791.3,59117.4,60565.9,55088.8,117.71,76.0,Extreme Greed,-5.62,1.97
2021-03-16,56889.7,55619.5,56889.7,53342.6,128.51,71.0,Greed,1.97,3.56
2021-03-17,58913.5,56892.9,58933.2,54253.2,118.26,71.0,Greed,3.56,-2.13
2021-03-18,57656.0,58911.8,60088.0,57099.6,102.62,72.0,Greed,-2.13,0.75
2021-03-19,58088.0,57645.0,59448.3,56305.1,83.98,71.0,Greed,0.75,0.01
2021-03-20,58093.4,58084.1,59882.1,57863.0,67.83,75.0,Greed,0.01,-1.22
2021-03-21,57383.8,58097.4,58583.8,55583.3,77.47,73.0,Greed,-1.22,-5.62
2021-03-22,54158.3,57379.3,58379.9,53784.2,95.53,70.0,Greed,-5.62,0.54
2021-03-23,54452.5,54117.5,55813.8,52992.3,84.84,66.0,Greed,0.54,-3.91
2021-03-24,52325.4,54309.1,57169.4,51725.4,137.91,65.0,Greed,-3.91,-1.92
2021-03-25,51322.3,52330.0,53175.4,50441.3,143.35,60.0,Greed,-1.92,7.24
2021-03-26,55036.1,51317.4,55074.1,51302.0,100.3,54.0,Neutral,7.24,1.5
2021-03-27,55862.9,55033.8,56531.1,54010.2,73.87,65.0,Greed,1.5,-0.17
2021-03-28,55765.2,55856.9,56504.2,54711.3,58.71,74.0,Greed,-0.17,3.32
2021-03-29,57616.2,55764.7,58392.6,54951.1,107.91,72.0,Greed,3.32,2.0
2021-03-30,58771.3,57614.6,59366.9,57077.1,86.21,72.0,Greed,2.0,-0.01
2021-03-31,58763.7,58771.4,59795.6,56991.6,98.06,76.0,Extreme Greed,-0.01,-0.08
2021-04-01,58718.3,58763.2,59406.5,58040.7,69.04,74.0,Greed,-0.08,0.44
2021-04-02,58977.3,58718.2,60134.9,58466.5,72.37,74.0,Greed,0.44,-3.25
2021-04-03,57059.9,58976.8,59770.5,56906.7,68.74,73.0,Greed,-3.25,2.0
2021-04-04,58199.9,57059.7,58464.8,56470.6,57.21,74.0,Greed,2.0,1.36
2021-04-05,58993.4,58202.3,59205.1,56842.7,54.13,71.0,Greed,1.36,-1.69
2021-04-06,57996.3,59169.0,59487.0,57403.3,77.15,75.0,Greed,-1.69,-3.53
2021-04-07,55948.7,57996.3,58627.7,55489.3,110.69,72.0,Greed,-3.53,3.8
2021-04-08,58077.4,55948.0,58136.7,55721.6,64.78,73.0,Greed,3.8,0.07
2021-04-09,58118.7,58076.8,58890.9,57686.0,59.22,70.0,Greed,0.07,2.8
2021-04-10,59748.4,58127.4,61229.0,57900.0,103.72,70.0,Greed,2.8,0.39
2021-04-11,59978.7,59772.4,60667.1,59250.3,58.2,76.0,Extreme Greed,0.39,-0.19
2021-04-12,59863.8,59982.1,61259.9,59569.2,81.88,74.0,Greed,-0.19,6.14
2021-04-13,63540.9,59863.6,63659.0,59839.4,126.56,74.0,Greed,6.14,-0.88
2021-04-14,62980.4,63544.2,64778.0,61366.3,130.43,75.0,Greed,-0.88,0.37
2021-04-15,63216.0,62978.6,63729.1,62067.5,76.97,79.0,Extreme Greed,0.37,-2.9
2021-04-16,61379.7,63211.6,63518.5,60027.3,136.85,78.0,Extreme Greed,-2.9,-2.18
2021-04-17,60041.9,61358.3,62509.1,59672.1,84.08,76.0,Extreme Greed,-2.18,-6.39
2021-04-18,56207.1,60043.2,60362.1,51817.6,216.81,79.0,Extreme Greed,-6.39,-1.0
2021-04-19,55646.1,56208.1,57517.0,54272.3,117.51,74.0,Greed,-1.0,1.5
2021-04-20,56483.2,55645.1,57054.9,53422.5,115.49,73.0,Greed,1.5,-4.71
2021-04-21,53820.2,56479.5,56764.4,53657.6,100.26,73.0,Greed,-4.71,-3.88
2021-04-22,51729.5,53821.3,55408.4,50590.9,168.13,65.0,Greed,-3.88,-1.13
2021-04-23,51143.6,51707.1,52099.9,47659.4,214.46,55.0,Greed,-1.13,-2.06
2021-04-24,50088.9,51140.8,51183.0,48775.2,82.25,37.0,Fear,-2.06,-2.25
2021-04-25,48963.6,50088.2,50532.4,47098.5,59.2,31.0,Fear,-2.25,10.33
2021-04-26,54020.5,48963.5,54320.9,48815.9,129.76,27.0,Fear,10.33,1.88
2021-04-27,55036.5,54011.1,55427.8,53345.0,84.08,50.0,Neutral,1.88,-0.35
2021-04-28,54841.4,55036.0,56419.9,53876.4,86.96,59.0,Greed,-0.35,-2.34
2021-04-29,53560.8,54838.6,55173.7,52400.0,83.9,52.0,Neutral,-2.34,7.77
2021-04-30,57720.3,53562.3,57925.6,53088.7,103.74,51.0,Neutral,7.77,0.15
2021-05-01,57807.1,57719.1,58449.4,57029.5,63.41,68.0,Greed,0.15,-2.08
2021-05-02,56603.8,57807.2,57868.4,56110.5,53.61,66.0,Greed,-2.08,1.0
2021-05-03,57169.8,56605.8,58925.1,56562.4,89.24,61.0,Greed,1.0,-6.0
2021-05-04,53741.5,57170.6,57201.3,53741.5,132.33,68.0,Greed,-6.0,6.88
2021-05-05,57441.3,53872.5,57936.4,53872.5,119.82,48.0,Neutral,6.88,-1.8
2021-05-06,56405.4,57441.0,58364.9,55294.5,109.02,65.0,Greed,-1.8,1.65
2021-05-07,57337.2,56411.4,58639.3,55300.1,110.01,64.0,Greed,1.65,2.62
2021-05-08,58840.1,57330.3,59471.1,56972.2,101.27,67.0,Greed,2.62,-1.02
2021-05-09,58238.3,58840.6,59227.0,56414.4,103.59,73.0,Greed,-1.02,-4.1
2021-05-10,55848.9,58251.2,59523.9,53678.3,142.61,72.0,Greed,-4.1,1.52
2021-05-11,56695.7,55846.1,56871.1,54550.4,96.47,61.0,Greed,1.52,-12.9
2021-05-12,49384.2,56694.5,57938.5,49187.0,160.74,68.0,Greed,-12.9,0.65
2021-05-13,49704.6,49398.2,51337.3,46331.1,236.71,31.0,Fear,0.65,0.27
2021-05-14,49839.8,49704.9,51459.2,48874.0,118.84,26.0,Fear,0.27,-6.28
2021-05-15,46708.8,49839.1,50640.9,46650.2,131.91,27.0,Fear,-6.28,-0.6
2021-05-16,46426.4,46729.3,49764.3,43920.8,180.07,20.0,Extreme Fear,-0.6,-6.21
2021-05-17,43541.3,46424.2,46545.4,42201.5,274.76,27.0,Fear,-6.21,-1.48
2021-05-18,42897.3,43538.5,45770.9,42293.9,154.96,21.0,Extreme Fear,-1.48,-14.4
2021-05-19,36720.5,42898.3,43516.6,30261.7,607.1,23.0,Extreme Fear,-14.4,10.88
2021-05-20,40717.2,36706.8,42425.9,35010.4,269.75,11.0,Extreme Fear,10.88,-8.4
2021-05-21,37297.4,40611.2,42108.3,33592.3,315.5,19.0,Extreme Fear,-8.4,0.4
2021-05-22,37448.3,37291.0,38776.0,35314.9,185.83,12.0,Extreme Fear,0.4,-7.39
2021-05-23,34679.7,37446.8,38248.7,31192.4,325.73,14.0,Extreme Fear,-7.39,11.74
2021-05-24,38750.6,34720.3,39851.7,34474.6,244.88,10.0,Extreme Fear,11.74,-0.96
2021-05-25,38378.3,38753.6,39740.8,36540.7,163.01,22.0,Extreme Fear,-0.96,2.27
2021-05-26,39249.2,38375.7,40750.0,37847.0,153.8,22.0,Extreme Fear,2.27,-2.12
2021-05-27,38417.3,39249.0,40322.2,37190.8,122.93,27.0,Fear,-2.12,-7.17
2021-05-28,35662.5,38543.2,38844.1,34772.4,199.58,21.0,Extreme Fear,-7.17,-3.02
2021-05-29,34584.6,35664.5,37227.1,33664.2,160.43,18.0,Extreme Fear,-3.02,3.09
2021-05-30,35652.8,34589.3,36388.6,33441.0,104.18,10.0,Extreme Fear,3.09,4.62
2021-05-31,37298.6,35644.0,37480.7,34213.2,131.7,18.0,Extreme Fear,4.62,-1.64
2021-06-01,36687.6,37294.3,37850.3,35742.7,113.48,20.0,Extreme Fear,-1.64,2.37
2021-06-02,37555.8,36687.7,38199.9,35981.1,96.89,23.0,Extreme Fear,2.37,4.34
2021-06-03,39187.3,37555.7,39462.3,37193.6,106.44,24.0,Extreme Fear,4.34,-5.96
2021-06-04,36851.3,39191.4,39255.4,35659.9,127.71,27.0,Fear,-5.96,-3.61
2021-06-05,35520.0,36841.2,37887.6,34832.0,101.48,24.0,Extreme Fear,-3.61,0.83
2021-06-06,35815.4,35518.7,36434.0,35265.3,62.2,17.0,Extreme Fear,0.83,-6.25
2021-06-07,33578.0,35815.4,36754.6,33410.1,119.5,15.0,Extreme Fear,-6.25,-0.58
2021-06-08,33382.9,33574.6,34047.8,31158.1,193.54,13.0,Extreme Fear,-0.58,11.83
2021-06-09,37332.2,33385.5,37517.6,32428.6,209.82,14.0,Extreme Fear,11.83,-1.83
2021-06-10,36649.4,37375.2,38340.8,35824.0,154.32,21.0,Extreme Fear,-1.83,1.81
2021-06-11,37314.6,36654.3,37641.1,36003.3,109.15,21.0,Extreme Fear,1.81,-4.95
2021-06-12,35467.5,37334.4,37437.3,34703.3,87.73,28.0,Fear,-4.95,10.02
2021-06-13,39022.9,35467.5,39321.6,34827.0,123.32,23.0,Extreme Fear,10.02,3.86
2021-06-14,40529.4,39024.1,40970.4,38769.9,157.35,28.0,Fear,3.86,-0.92
2021-06-15,40156.1,40522.5,41318.0,39589.9,117.55,38.0,Fear,-0.92,-4.53
2021-06-16,38336.0,40148.1,40494.4,38156.4,123.52,33.0,Fear,-4.53,-0.74
2021-06-17,38052.0,38337.8,39529.9,37425.3,109.58,26.0,Fear,-0.74,-6.05
2021-06-18,35749.4,38045.5,38166.0,35198.5,102.84,25.0,Extreme Fear,-6.05,-0.66
2021-06-19,35513.4,35770.0,36357.3,34845.5,105.46,23.0,Extreme Fear,-0.66,0.23
2021-06-20,35595.8,35510.9,36097.9,33378.0,137.48,21.0,Extreme Fear,0.23,-10.97
2021-06-21,31692.0,35597.9,35708.4,31284.1,256.87,23.0,Extreme Fear,-10.97,2.54
2021-06-22,32496.4,31682.7,33272.5,28901.8,309.65,10.0,Extreme Fear,2.54,3.62
2021-06-23,33674.3,32498.3,34784.3,31736.5,173.34,14.0,Extreme Fear,3.62,2.94
2021-06-24,34665.8,33678.1,35249.9,32356.7,119.25,22.0,Extreme Fear,2.94,-8.86
2021-06-25,31594.0,34660.5,35490.9,31337.9,193.43,27.0,Fear,-8.86,2.06
2021-06-26,32243.4,31592.1,32643.0,30206.9,156.67,20.0,Extreme Fear,2.06,7.55
2021-06-27,34678.5,32247.1,34685.5,32041.7,148.8,22.0,Extreme Fear,7.55,-0.58
2021-06-28,34475.9,34682.2,35231.2,33944.9,112.0,25.0,Extreme Fear,-0.58,3.94
2021-06-29,35834.7,34477.3,36590.3,34247.6,97.27,25.0,Extreme Fear,3.94,-2.25
2021-06-30,35026.9,35832.6,36089.5,34126.6,107.07,28.0,Fear,-2.25,-4.23
2021-07-01,33543.6,35030.7,35032.7,32839.2,27.41,28.0,Fear,-4.23,0.8
2021-07-02,33813.4,33542.2,33925.9,32734.6,78.93,21.0,Extreme Fear,0.8,2.75
2021-07-03,34742.8,33814.2,34909.8,33363.3,55.69,24.0,Extreme Fear,2.75,1.6
2021-07-04,35298.2,34742.8,35957.6,34740.1,56.13,27.0,Fear,1.6,-4.56
2021-07-05,33687.8,35297.0,35300.5,33164.1,88.36,29.0,Fear,-4.56,1.6
2021-07-06,34225.6,33688.5,35062.0,33581.7,83.63,20.0,Extreme Fear,1.6,-1.05
2021-07-07,33867.8,34228.7,35036.6,33801.3,72.03,28.0,Fear,-1.05,-2.96
2021-07-08,32866.3,33859.4,33923.2,32146.9,108.09,20.0,Extreme Fear,-2.96,2.83
2021-07-09,33797.4,32866.3,34079.2,32367.0,67.14,20.0,Extreme Fear,2.83,-0.85
2021-07-10,33510.6,33797.7,34221.0,33056.8,50.94,20.0,Extreme Fear,-0.85,2.14
2021-07-11,34227.7,33510.8,34580.6,33319.8,35.72,20.0,Extreme Fear,2.14,-3.26
2021-07-12,33113.0,34228.3,34598.0,32662.8,63.24,25.0,Extreme Fear,-3.26,-1.16
2021-07-13,32728.1,33106.1,33307.7,32259.5,60.04,20.0,Extreme Fear,-1.16,0.28
2021-07-14,32820.7,32727.8,33051.9,31611.2,69.56,21.0,Extreme Fear,0.28,-2.99
2021-07-15,31840.5,32820.5,33157.0,31175.8,76.95,20.0,Extreme Fear,-2.99,-1.4
2021-07-16,31394.0,31842.3,32239.8,31062.2,70.48,22.0,Extreme Fear,-1.4,0.4
2021-07-17,31518.6,31384.4,31914.8,31207.8,58.06,15.0,Extreme Fear,0.4,0.85
2021-07-18,31785.4,31517.9,32408.2,31220.6,57.01,19.0,Extreme Fear,0.85,-2.98
2021-07-19,30837.2,31782.9,31887.0,30478.2,77.48,24.0,Extreme Fear,-2.98,-3.38
2021-07-20,29793.8,30835.4,31040.8,29310.2,97.46,19.0,Extreme Fear,-3.38,7.85
2021-07-21,32131.4,29794.7,32794.6,29519.3,118.34,10.0,Extreme Fear,7.85,0.52
2021-07-22,32298.9,32131.7,32585.4,31729.4,64.87,21.0,Extreme Fear,0.52,4.04
2021-07-23,33603.3,32297.9,33605.6,32041.1,66.15,23.0,Extreme Fear,4.04,0.66
2021-07-24,33824.8,33600.5,33955.0,33412.9,67.14,22.0,Extreme Fear,0.66,4.63
2021-07-25,35391.1,34392.5,35391.1,33881.3,65.1,27.0,Fear,4.63,5.33
2021-07-26,37276.6,35392.3,40522.9,35236.7,177.63,26.0,Fear,5.33,5.84
2021-07-27,39452.0,37294.3,39455.9,36427.4,100.24,32.0,Fear,5.84,1.4
2021-07-28,40003.2,39450.4,40862.2,38883.8,148.92,50.0,Neutral,1.4,0.0
2021-07-29,40001.4,40009.0,40630.7,39340.8,75.3,50.0,Neutral,0.0,5.5
2021-07-30,42203.4,40001.1,42264.4,38358.4,98.45,53.0,Neutral,5.5,-1.54
2021-07-31,41553.7,42201.4,42285.3,41066.4,44.65,60.0,Greed,-1.54,-4.03
2021-08-01,39878.3,41510.0,42565.0,39556.5,80.33,60.0,Greed,-4.03,-1.78
2021-08-02,39168.4,39869.8,40449.0,38692.5,74.81,48.0,Neutral,-1.78,-2.65
2021-08-03,38130.3,39167.4,39766.6,37688.2,0.26,48.0,Neutral,-2.65,4.21
2021-08-04,39736.9,38188.4,39956.5,37556.0,79.22,42.0,Fear,4.21,2.84
2021-08-05,40867.2,39734.4,41366.3,37365.4,130.6,50.0,Neutral,2.84,4.72
2021-08-06,42795.4,40868.4,43253.4,39905.4,111.93,52.0,Neutral,4.72,4.25
2021-08-07,44614.2,42784.7,44697.3,42611.0,112.84,69.0,Greed,4.25,-1.84
2021-08-08,43792.8,44584.9,45284.1,43314.4,105.25,74.0,Greed,-1.84,5.69
2021-08-09,46284.3,43794.9,46460.7,42824.1,117.08,65.0,Greed,5.69,-1.49
2021-08-10,45593.8,46281.8,46663.4,44681.2,80.55,71.0,Greed,-1.49,-0.06
2021-08-11,45564.3,45593.2,46736.5,45367.9,75.43,70.0,Greed,-0.06,-2.55
2021-08-12,44403.4,45562.3,46213.8,43814.7,81.07,70.0,Greed,-2.55,7.67
2021-08-13,47809.1,44404.0,47836.0,44242.4,75.27,70.0,Greed,7.67,-1.52
2021-08-14,47081.5,47809.6,48090.9,46117.2,64.29,76.0,Extreme Greed,-1.52,-0.19
2021-08-15,46991.3,47082.6,47344.1,45564.1,58.11,71.0,Greed,-0.19,-2.12
2021-08-16,45996.3,46991.6,48002.4,45672.1,2.41,72.0,Greed,-2.12,-2.84
2021-08-17,44691.6,45907.5,47140.6,44441.3,84.14,72.0,Greed,-2.84,0.07
2021-08-18,44723.8,44691.1,46004.9,44230.0,22.36,73.0,Greed,0.07,4.54
2021-08-19,46755.9,44725.9,47012.3,43986.7,77.92,70.0,Greed,4.54,5.49
2021-08-20,49324.0,46756.7,49343.3,46646.8,83.19,70.0,Greed,5.49,-0.91
2021-08-21,48875.8,49330.0,49719.1,48293.5,18.2,78.0,Extreme Greed,-0.91,0.77
2021-08-22,49254.5,48870.4,49480.3,48151.0,49.32,76.0,Extreme Greed,0.77,0.58
2021-08-23,49539.7,49255.4,50498.8,49038.6,75.37,79.0,Extreme Greed,0.58,-3.68
2021-08-24,47714.7,49532.5,49847.4,47623.6,74.26,79.0,Extreme Greed,-3.68,2.68
2021-08-25,48994.5,47707.4,49230.2,47163.3,63.54,73.0,Greed,2.68,-4.41
2021-08-26,46831.6,48994.4,49347.8,46360.4,73.79,75.0,Greed,-4.41,4.77
2021-08-27,49064.3,46830.2,49142.0,46371.5,62.47,71.0,Greed,4.77,-0.34
2021-08-28,48897.1,49062.8,49289.4,48428.5,36.73,78.0,Extreme Greed,-0.34,-0.24
2021-08-29,48777.4,48899.7,49621.7,47870.1,47.62,72.0,Greed,-0.24,-3.66
2021-08-30,46992.7,48777.1,48886.0,46876.9,61.68,73.0,Greed,-3.66,0.29
2021-08-31,47130.4,46989.1,48217.0,46709.3,71.48,73.0,Greed,0.29,3.58
2021-09-01,48819.4,47129.2,49121.0,46533.1,74.38,71.0,Greed,3.58,0.93
2021-09-02,49274.3,48817.8,50355.3,48612.9,80.21,74.0,Greed,0.93,1.47
2021-09-03,49999.0,49269.5,51008.8,48377.3,88.08,74.0,Greed,1.47,-0.16
2021-09-04,49918.4,49999.3,50534.6,49461.4,48.14,72.0,Greed,-0.16,3.71
2021-09-05,51768.6,49918.7,51878.2,49492.4,57.3,73.0,Greed,3.71,1.75
2021-09-06,52672.1,51769.4,52726.2,51002.8,69.46,79.0,Extreme Greed,1.75,-11.19
2021-09-07,46779.6,52674.2,52885.3,43072.4,187.56,79.0,Extreme Greed,-11.19,-1.54
2021-09-08,46061.4,46774.1,47316.9,44493.7,100.48,47.0,Neutral,-1.54,0.7
2021-09-09,46385.6,46057.6,47305.7,45609.0,73.63,45.0,Fear,0.7,-3.33
2021-09-10,44842.8,46385.9,47021.6,44283.6,75.62,46.0,Fear,-3.33,0.71
2021-09-11,45161.9,44844.9,45975.6,44766.6,41.58,31.0,Fear,0.71,1.99
2021-09-12,46062.3,45162.6,46386.4,44755.2,44.52,32.0,Fear,1.99,-2.42
2021-09-13,44949.5,46060.8,46807.7,43463.2,96.15,44.0,Fear,-2.42,4.73
