date,close,open,high,low,volume,fng_value,fng_classification,change_percent,next_change_percent
2021-09-14,47077.5,44950.2,47247.6,44718.7,65.33,30.0,Fear,4.73,2.24
2021-09-15,48130.6,47070.8,48436.5,46743.9,63.4,49.0,Neutral,2.24,-0.8
2021-09-16,47748.0,48132.3,48480.6,47040.3,60.91,53.0,Neutral,-0.8,-0.97
2021-09-17,47282.8,47748.2,48155.9,46788.8,50.16,48.0,Neutral,-0.97,2.17
2021-09-18,48306.7,47283.9,48761.0,47070.5,43.64,50.0,Neutral,2.17,-2.21
2021-09-19,47238.7,48299.9,48341.9,46866.6,41.98,53.0,Neutral,-2.21,-9.25
2021-09-20,42870.6,47240.8,47323.9,42547.1,77.96,50.0,Neutral,-9.25,-5.18
2021-09-21,40651.3,43012.3,43619.3,39646.8,142.55,27.0,Fear,-5.18,7.13
2021-09-22,43551.6,40660.8,43976.7,40585.7,93.98,21.0,Extreme Fear,7.13,3.03
2021-09-23,44869.2,43550.7,44949.8,43090.1,74.54,27.0,Fear,3.03,-4.57
2021-09-24,42819.9,44867.4,45112.0,40908.5,128.88,33.0,Fear,-4.57,-0.31
2021-09-25,42686.8,42818.7,42959.3,41714.5,46.35,28.0,Fear,-0.31,1.21
2021-09-26,43203.4,42685.8,43907.3,40786.6,69.91,27.0,Fear,1.21,-2.39
2021-09-27,42172.6,43200.9,44293.2,42143.9,54.12,26.0,Fear,-2.39,-2.73
2021-09-28,41022.3,42169.9,42758.8,40906.4,60.01,25.0,Extreme Fear,-2.73,1.25
2021-09-29,41536.8,41023.1,42571.2,40815.0,48.21,24.0,Extreme Fear,1.25,5.5
2021-09-30,43823.3,41534.5,44101.2,41416.7,64.32,20.0,Extreme Fear,5.5,9.86
2021-10-01,48146.0,43824.4,48435.2,43292.9,94.66,27.0,Fear,9.86,-1.0
2021-10-02,47666.9,48147.2,48306.9,47451.7,39.82,54.0,Neutral,-1.0,1.12
2021-10-03,48200.1,47665.4,49165.2,47123.0,42.41,49.0,Neutral,1.12,2.13
2021-10-04,49227.3,48200.4,49481.7,46958.6,66.92,54.0,Neutral,2.13,4.55
2021-10-05,51469.3,49229.5,51872.4,49060.1,76.63,59.0,Greed,4.55,7.49
2021-10-06,55323.2,51470.0,55676.1,50439.5,116.26,68.0,Greed,7.49,-2.78
2021-10-07,53783.9,55325.2,55325.6,53476.4,75.68,76.0,Extreme Greed,-2.78,0.24
2021-10-08,53914.7,53785.5,55977.9,53659.3,64.05,74.0,Greed,0.24,1.91
2021-10-09,54942.5,53924.1,55430.8,53711.7,64.65,72.0,Greed,1.91,-0.46
2021-10-10,54687.7,54942.5,56432.2,54100.8,104.43,71.0,Greed,-0.46,5.1
2021-10-11,57477.3,54686.9,57814.1,54457.8,73.84,71.0,Greed,5.1,-2.54
2021-10-12,56015.9,57480.6,57635.7,54155.4,74.85,78.0,Extreme Greed,-2.54,2.44
2021-10-13,57380.1,56014.5,57697.4,54314.4,73.62,70.0,Greed,2.44,-0.06
2021-10-14,57345.8,57370.4,58506.5,56866.8,59.84,70.0,Greed,-0.06,7.54
2021-10-15,61672.5,57348.2,62892.8,56874.8,121.48,71.0,Greed,7.54,-1.32
2021-10-16,60861.1,61669.2,62329.2,60161.9,49.93,78.0,Extreme Greed,-1.32,1.09
2021-10-17,61527.5,60865.5,61651.4,59143.4,53.39,79.0,Extreme Greed,1.09,0.86
2021-10-18,62056.3,61525.8,62623.6,60026.9,80.15,78.0,Extreme Greed,0.86,3.58
2021-10-19,64278.5,62030.2,64454.0,61451.0,80.16,75.0,Greed,3.58,2.65
2021-10-20,65979.1,64276.9,66967.1,63543.7,79.87,82.0,Extreme Greed,2.65,-5.71
2021-10-21,62210.2,66004.6,66616.9,62092.1,105.38,84.0,Extreme Greed,-5.71,-2.44
2021-10-22,60690.3,62200.8,63699.7,60055.7,75.69,75.0,Greed,-2.44,1.03
2021-10-23,61312.5,60693.2,61728.7,59738.3,37.05,74.0,Greed,1.03,-0.73
2021-10-24,60866.5,61308.2,61469.9,59523.7,42.67,73.0,Greed,-0.73,3.62
2021-10-25,63067.0,60864.3,63694.8,60655.8,51.06,72.0,Greed,3.62,-4.37
2021-10-26,60310.8,63067.5,63275.1,59907.3,57.13,76.0,Extreme Greed,-4.37,-3.11
2021-10-27,58438.1,60312.5,61452.9,58112.6,88.11,73.0,Greed,-3.11,3.67
2021-10-28,60582.5,58437.2,62251.3,58128.1,88.47,66.0,Greed,3.67,2.74
2021-10-29,62242.8,60579.9,62952.2,60322.2,63.39,70.0,Greed,2.74,-0.65
2021-10-30,61840.1,62245.0,62338.5,60786.0,40.51,73.0,Greed,-0.65,-0.86
2021-10-31,61309.6,61842.2,62393.7,60005.7,50.06,74.0,Greed,-0.86,-0.64
2021-11-01,60915.3,61310.1,62430.1,59612.7,61.21,74.0,Greed,-0.64,3.79
2021-11-02,63221.7,60912.2,64256.4,60651.5,65.26,73.0,Greed,3.79,-0.48
2021-11-03,62918.5,63223.5,63508.6,60883.0,61.05,76.0,Extreme Greed,-0.48,-2.39
2021-11-04,61412.6,62915.4,63077.6,60742.9,49.91,73.0,Greed,-2.39,-0.71
2021-11-05,60974.3,61411.5,62560.3,60742.4,44.46,73.0,Greed,-0.71,0.84
2021-11-06,61483.9,60973.2,61543.2,60093.6,34.89,71.0,Greed,0.84,2.91
2021-11-07,63273.2,61483.8,63273.2,61347.2,34.34,73.0,Greed,2.91,6.72
2021-11-08,67527.9,63276.4,67763.3,63276.4,81.08,75.0,Greed,6.72,-0.92
2021-11-09,66904.4,67528.7,68493.3,66334.9,66.13,84.0,Extreme Greed,-0.92,-2.95
2021-11-10,64932.6,66942.6,68990.6,62951.3,96.21,75.0,Greed,-2.95,-0.19
2021-11-11,64806.7,64922.8,65583.3,64121.9,50.37,77.0,Extreme Greed,-0.19,-1.04
2021-11-12,64134.5,64782.6,65449.7,62309.7,63.27,74.0,Greed,-1.04,0.41
2021-11-13,64398.6,64133.3,64906.0,63381.4,30.34,72.0,Greed,0.41,1.72
2021-11-14,65508.2,64397.2,65508.2,63608.3,33.98,74.0,Greed,1.72,-2.92
2021-11-15,63597.9,65514.9,66311.2,63439.5,53.53,72.0,Greed,-2.92,-5.52
2021-11-16,60089.1,63605.1,63605.6,58655.9,115.36,71.0,Greed,-5.52,0.46
2021-11-17,60367.8,60074.2,60814.5,58531.9,73.93,52.0,Neutral,0.46,-5.65
2021-11-18,56955.3,60368.2,60936.9,56524.4,100.37,54.0,Neutral,-5.65,1.98
2021-11-19,58083.4,56908.3,58335.9,55626.3,74.44,34.0,Fear,1.98,2.81
2021-11-20,59717.6,58080.8,59854.6,57435.3,44.53,43.0,Fear,2.81,-1.68
2021-11-21,58714.3,59724.0,60002.6,58528.3,40.98,49.0,Neutral,-1.68,-4.1
2021-11-22,56308.8,58719.7,59288.3,55656.8,76.45,50.0,Neutral,-4.1,2.25
2021-11-23,57573.2,56304.8,57855.1,55542.5,72.48,33.0,Fear,2.25,-0.7
2021-11-24,57171.7,57559.4,57697.4,55910.6,56.68,42.0,Fear,-0.7,3.08
2021-11-25,58935.1,57167.1,59387.3,57029.8,56.79,32.0,Fear,3.08,-8.83
2021-11-26,53730.9,58937.3,59151.1,53533.5,104.03,47.0,Neutral,-8.83,1.93
2021-11-27,54765.9,53747.2,55280.3,53654.3,40.71,21.0,Extreme Fear,1.93,4.61
2021-11-28,57291.5,54758.0,57392.3,53448.3,49.28,27.0,Fear,4.61,0.88
2021-11-29,57794.8,57288.1,58855.2,56726.7,58.65,33.0,Fear,0.88,-1.58
2021-11-30,56882.9,57795.2,59174.4,55936.9,73.66,40.0,Fear,-1.58,0.58
2021-12-01,57210.3,56891.7,59064.3,56496.5,66.75,34.0,Fear,0.58,-1.25
2021-12-02,56496.0,57207.8,57377.5,55807.9,54.94,32.0,Fear,-1.25,-5.07
2021-12-03,53631.5,56495.2,57543.6,52008.9,89.2,31.0,Fear,-5.07,-8.27
2021-12-04,49195.2,53620.7,53847.2,42587.8,168.0,25.0,Extreme Fear,-8.27,0.43
2021-12-05,49405.5,49196.4,49689.3,47797.8,72.03,18.0,Extreme Fear,0.43,2.34
2021-12-06,50562.1,49412.1,50913.3,47237.9,89.68,16.0,Extreme Fear,2.34,0.07
2021-12-07,50595.2,50547.4,51918.6,50070.9,56.29,25.0,Extreme Fear,0.07,-0.24
2021-12-08,50473.9,50596.6,51204.7,48700.7,55.59,28.0,Fear,-0.24,-5.7
2021-12-09,47596.6,50477.6,50790.2,47341.9,58.69,29.0,Fear,-5.7,-0.97
2021-12-10,47137.2,47591.7,49974.8,47007.1,68.06,24.0,Extreme Fear,-0.97,4.62
2021-12-11,49314.5,47138.4,49487.0,46834.0,45.23,16.0,Extreme Fear,4.62,1.55
2021-12-12,50081.0,49332.5,50779.2,48670.5,40.3,27.0,Fear,1.55,-6.74
2021-12-13,46703.6,50075.9,50196.1,45848.2,80.37,28.0,Fear,-6.74,3.56
2021-12-14,48366.5,46709.8,48635.0,46338.3,62.54,21.0,Extreme Fear,3.56,1.04
2021-12-15,48871.5,48366.2,49477.9,46572.6,80.28,28.0,Fear,1.04,-2.54
2021-12-16,47628.2,48876.6,49387.8,47543.9,48.2,29.0,Fear,-2.54,-3.06
2021-12-17,46172.2,47630.4,47997.2,45523.8,67.5,23.0,Extreme Fear,-3.06,1.48
2021-12-18,46856.2,46171.8,47330.2,45513.4,36.93,24.0,Extreme Fear,1.48,-0.32
2021-12-19,46704.5,46855.7,48270.2,46438.4,44.05,29.0,Fear,-0.32,0.41
2021-12-20,46895.2,46703.4,47488.9,45577.3,57.53,25.0,Extreme Fear,0.41,4.28
2021-12-21,48902.0,46900.1,49306.1,46654.0,57.88,27.0,Fear,4.28,-0.62
2021-12-22,48599.7,48898.7,49540.3,48449.7,40.89,45.0,Fear,-0.62,4.53
2021-12-23,50801.0,48599.6,51355.6,48053.4,56.24,34.0,Fear,4.53,-0.03
2021-12-24,50786.1,50807.4,51795.3,50428.4,45.97,41.0,Fear,-0.03,-0.75
2021-12-25,50406.4,50789.6,51140.2,50196.8,26.67,39.0,Fear,-0.75,0.74
2021-12-26,50779.9,50404.0,51247.0,49527.0,32.34,37.0,Fear,0.74,-0.2
2021-12-27,50678.2,50783.6,52016.3,50459.0,43.9,40.0,Fear,-0.2,-6.18
2021-12-28,47545.2,50703.4,50703.8,47345.7,74.39,41.0,Fear,-6.18,-2.28
2021-12-29,46461.7,47548.4,48121.7,46127.8,63.92,27.0,Fear,-2.28,1.42
2021-12-30,47123.3,46470.7,47901.4,46003.0,60.96,22.0,Extreme Fear,1.42,-1.92
2021-12-31,46219.5,47123.3,48553.9,45693.6,58.18,28.0,Fear,-1.92,3.29
2022-01-01,47738.0,46217.5,47917.6,46217.5,31.24,21.0,Extreme Fear,3.29,-0.89
2022-01-02,47311.8,47738.7,47944.9,46718.2,27.02,29.0,Fear,-0.89,-1.86
2022-01-03,46430.2,47293.9,47556.0,45704.0,41.06,29.0,Fear,-1.86,-1.28
2022-01-04,45837.3,46435.7,47505.4,45602.1,55.59,23.0,Extreme Fear,-1.28,-5.26
2022-01-05,43425.9,45833.1,47019.4,42535.1,83.74,24.0,Extreme Fear,-5.26,-0.76
2022-01-06,43097.5,43431.6,43772.3,42481.1,63.08,15.0,Extreme Fear,-0.76,-3.6
2022-01-07,41546.7,43097.9,43127.7,40810.0,88.36,18.0,Extreme Fear,-3.6,0.3
2022-01-08,41672.0,41551.3,42304.4,40574.3,52.54,10.0,Extreme Fear,0.3,0.42
2022-01-09,41848.3,41681.2,42764.4,41260.9,37.51,23.0,Extreme Fear,0.42,-0.04
2022-01-10,41832.2,41848.9,42243.8,39697.0,85.5,23.0,Extreme Fear,-0.04,2.15
2022-01-11,42733.2,41829.1,43090.2,41287.6,61.78,21.0,Extreme Fear,2.15,2.73
2022-01-12,43901.0,42735.0,44243.6,42476.7,53.95,22.0,Extreme Fear,2.73,-3.05
2022-01-13,42560.0,43900.0,44404.7,42337.5,53.42,21.0,Extreme Fear,-3.05,1.21
2022-01-14,43073.3,42562.2,43435.1,41848.7,50.5,21.0,Extreme Fear,1.21,0.06
2022-01-15,43097.0,43073.6,43777.9,42586.1,31.44,23.0,Extreme Fear,0.06,-0.04
2022-01-16,43079.1,43079.2,43462.0,42643.3,28.66,21.0,Extreme Fear,-0.04,-2.02
2022-01-17,42209.3,43080.5,43179.6,41559.4,41.44,22.0,Extreme Fear,-2.02,0.37
2022-01-18,42364.6,42209.9,42674.2,41300.7,47.32,24.0,Extreme Fear,0.37,-1.62
2022-01-19,41677.8,42365.3,42558.0,41160.9,53.77,24.0,Extreme Fear,-1.62,-2.31
2022-01-20,40715.9,41683.6,43487.1,40568.3,65.28,24.0,Extreme Fear,-2.31,-10.41
2022-01-21,36475.5,40698.1,41104.6,35503.9,155.8,19.0,Extreme Fear,-10.41,-3.84
2022-01-22,35075.2,36467.7,36749.8,34116.0,138.09,13.0,Extreme Fear,-3.84,3.4
2022-01-23,36269.5,35072.9,36513.0,34655.2,70.43,11.0,Extreme Fear,3.4,1.15
2022-01-24,36686.3,36268.6,37424.0,32985.6,153.77,13.0,Extreme Fear,1.15,0.72
2022-01-25,36950.6,36691.3,37501.8,35729.3,79.68,12.0,Extreme Fear,0.72,-0.41
2022-01-26,36800.4,36962.3,38862.6,36280.0,107.87,23.0,Extreme Fear,-0.41,0.99
2022-01-27,37164.3,36800.1,37215.4,35543.2,83.52,20.0,Extreme Fear,0.99,1.56
2022-01-28,37745.1,37195.6,37995.9,36176.5,69.45,24.0,Extreme Fear,1.56,1.13
2022-01-29,38170.8,37736.5,38663.7,37350.2,42.77,24.0,Extreme Fear,1.13,-0.66
2022-01-30,37917.7,38167.5,38313.3,37390.6,34.1,29.0,Fear,-0.66,1.53
2022-01-31,38498.6,37923.8,38701.4,36672.8,61.27,20.0,Extreme Fear,1.53,0.55
2022-02-01,38709.7,38475.6,39230.0,38037.9,55.2,26.0,Fear,0.55,-4.7
2022-02-02,36890.2,38711.2,38853.8,36682.3,53.74,28.0,Fear,-4.7,1.08
2022-02-03,37287.8,36890.2,37304.3,36297.3,50.35,20.0,Extreme Fear,1.08,11.48
2022-02-04,41567.6,37287.8,41689.0,37041.1,95.49,20.0,Extreme Fear,11.48,-0.37
2022-02-05,41412.1,41566.5,41899.8,40963.3,46.32,33.0,Fear,-0.37,2.37
2022-02-06,42392.2,41411.9,42614.8,41176.3,31.2,37.0,Fear,2.37,3.4
2022-02-07,43833.9,42385.2,44468.3,41695.4,76.6,45.0,Fear,3.4,0.47
2022-02-08,44038.2,43833.9,45399.8,42705.0,92.88,48.0,Neutral,0.47,0.8
2022-02-09,44388.9,44038.2,44800.4,43163.0,50.92,54.0,Neutral,0.8,-1.96
2022-02-10,43521.0,44388.9,45755.2,43242.5,89.69,50.0,Neutral,-1.96,-2.6
2022-02-11,42388.4,43519.3,43915.1,42023.4,69.95,50.0,Neutral,-2.6,-0.43
2022-02-12,42205.2,42388.4,43006.4,41776.8,37.88,44.0,Fear,-0.43,-0.34
2022-02-13,42061.1,42205.5,42725.1,41880.1,25.88,44.0,Fear,-0.34,1.16
2022-02-14,42550.3,42061.1,42799.7,41591.3,53.6,46.0,Fear,1.16,4.69
2022-02-15,44544.4,42550.3,44722.6,42460.1,56.34,46.0,Fear,4.69,-1.48
2022-02-16,43883.6,44540.9,44552.9,43377.6,41.4,51.0,Neutral,-1.48,-7.59
2022-02-17,40552.8,43885.5,44167.1,40103.8,72.63,52.0,Neutral,-7.59,-1.36
2022-02-18,40000.1,40532.5,40935.5,39505.0,64.96,30.0,Fear,-1.36,0.23
2022-02-19,40090.3,40000.1,40434.3,39666.6,25.78,25.0,Extreme Fear,0.23,-4.33
2022-02-20,38355.0,40089.6,40120.3,38042.2,47.92,27.0,Fear,-4.33,-3.49
2022-02-21,37017.7,38355.0,39444.1,36868.9,91.82,25.0,Extreme Fear,-3.49,3.32
2022-02-22,38248.2,37018.3,38414.9,36399.6,82.75,20.0,Extreme Fear,3.32,-2.68
2022-02-23,37224.6,38248.2,39194.5,37099.5,64.84,25.0,Extreme Fear,-2.68,2.99
2022-02-24,38339.2,37250.2,39351.6,34357.4,180.47,23.0,Extreme Fear,2.99,2.27
2022-02-25,39209.6,38339.2,39683.7,38042.6,83.78,27.0,Fear,2.27,-0.24
2022-02-26,39115.5,39221.6,40094.5,38639.1,41.55,26.0,Fear,-0.24,-3.65
2022-02-27,37689.1,39116.6,39838.5,37062.3,66.14,26.0,Fear,-3.65,14.59
2022-02-28,43188.2,37707.2,43977.8,37458.9,108.07,20.0,Extreme Fear,14.59,2.85
2022-03-01,44420.3,43187.2,44900.5,42876.6,90.67,51.0,Neutral,2.85,-1.14
2022-03-02,43912.8,44420.3,45294.2,43361.3,80.82,52.0,Neutral,-1.14,-3.3
2022-03-03,42463.0,43912.8,44077.2,41840.8,74.11,39.0,Fear,-3.3,-7.82
2022-03-04,39142.7,42463.0,42848.7,38594.9,3.21,33.0,Fear,-7.82,0.65
2022-03-05,39395.8,39142.8,39600.2,38626.1,1.5,22.0,Extreme Fear,0.65,-2.52
2022-03-06,38403.1,39396.3,39668.1,38115.0,1.93,22.0,Extreme Fear,-2.52,-0.99
2022-03-07,38024.8,38420.6,39532.0,37182.1,3.02,23.0,Extreme Fear,-0.99,1.89
2022-03-08,38744.8,38020.6,39351.5,37886.6,2.67,21.0,Extreme Fear,1.89,8.22
2022-03-09,41929.0,38731.5,42538.5,38663.3,3.6,22.0,Extreme Fear,8.22,-5.99
2022-03-10,39416.3,41933.9,42029.1,38603.5,3.62,28.0,Fear,-5.99,-1.74
2022-03-11,38730.2,39422.5,40177.0,38236.4,2.79,22.0,Extreme Fear,-1.74,0.22
2022-03-12,38814.3,38730.2,39355.3,38666.5,1.11,22.0,Extreme Fear,0.22,-2.63
2022-03-13,37792.4,38813.2,39272.3,37603.4,1.55,21.0,Extreme Fear,-2.63,4.97
2022-03-14,39671.1,37789.5,39914.3,37613.6,2.33,23.0,Extreme Fear,4.97,-0.97
2022-03-15,39285.7,39673.0,39854.7,38220.9,2.25,21.0,Extreme Fear,-0.97,4.67
2022-03-16,41118.7,39282.5,41701.6,38953.2,4.47,24.0,Extreme Fear,4.67,-0.5
2022-03-17,40914.8,41118.7,41406.0,40557.8,1.9,27.0,Fear,-0.5,2.08
2022-03-18,41767.8,40914.6,42308.4,40234.8,2.31,25.0,Extreme Fear,2.08,1.11
2022-03-19,42233.0,41768.0,42386.0,41529.6,224.59,28.0,Fear,1.11,-2.27
2022-03-20,41276.0,42241.0,42301.0,40922.0,308.45,31.0,Fear,-2.27,-0.62
2022-03-21,41022.0,41282.0,41532.0,40530.0,406.62,30.0,Fear,-0.62,3.29
2022-03-22,42373.0,41022.0,43327.9,40893.0,537.06,26.0,Fear,3.29,1.27
2022-03-23,42912.0,42373.0,43027.0,41795.0,433.96,31.0,Fear,1.27,2.57
2022-03-24,44013.0,42911.0,44251.0,42658.0,491.66,40.0,Fear,2.57,0.72
2022-03-25,44331.0,44013.0,45112.0,43622.0,494.09,47.0,Neutral,0.72,0.49
2022-03-26,44548.0,44331.0,44818.0,44090.0,196.3,51.0,Neutral,0.49,5.19
2022-03-27,46859.0,44542.0,46947.0,44445.0,388.79,49.0,Neutral,5.19,0.52
2022-03-28,47105.0,46859.0,48199.0,46672.0,610.27,60.0,Greed,0.52,0.73
2022-03-29,47449.0,47126.0,48127.0,47029.0,478.82,56.0,Greed,0.73,-0.79
2022-03-30,47075.0,47449.0,47714.0,46601.0,467.76,55.0,Greed,-0.79,-3.29
2022-03-31,45525.0,47071.0,47624.0,45228.0,520.0,52.0,Neutral,-3.29,1.7
2022-04-01,46297.0,45529.0,46728.0,44261.0,632.93,50.0,Neutral,1.7,-1.05
2022-04-02,45811.0,46299.0,47212.0,45641.0,345.93,52.0,Neutral,-1.05,1.3
2022-04-03,46407.0,45813.0,47435.0,45554.0,398.86,48.0,Neutral,1.3,0.48
2022-04-04,46629.0,46407.0,46899.0,45152.0,446.12,52.0,Neutral,0.48,-2.41
2022-04-05,45506.0,46614.0,47201.0,45388.0,421.11,53.0,Neutral,-2.41,-5.13
2022-04-06,43173.0,45494.0,45519.0,43122.0,649.52,48.0,Neutral,-5.13,0.64
2022-04-07,43448.0,43166.0,43893.0,42747.0,390.85,34.0,Fear,0.64,-2.7
2022-04-08,42275.0,43450.0,43979.0,42113.0,467.83,37.0,Fear,-2.7,1.16
2022-04-09,42767.0,42275.0,42809.0,42129.0,165.16,30.0,Fear,1.16,-1.47
2022-04-10,42138.0,42760.0,43421.0,41884.0,255.83,34.0,Fear,-1.47,-6.27
2022-04-11,39497.0,42144.0,42418.0,39202.0,608.38,32.0,Fear,-6.27,1.47
2022-04-12,40078.0,39507.0,40678.0,39265.0,468.27,20.0,Extreme Fear,1.47,2.63
2022-04-13,41133.0,40072.0,41515.0,39581.0,406.7,25.0,Extreme Fear,2.63,-2.91
2022-04-14,39936.0,41133.0,41494.0,39585.0,294.29,28.0,Fear,-2.91,1.56
2022-04-15,40560.0,39936.0,40850.0,39781.0,233.09,22.0,Extreme Fear,1.56,-0.44
2022-04-16,40382.0,40571.0,40691.0,40003.0,151.31,28.0,Fear,-0.44,-1.68
2022-04-17,39703.0,40382.0,40599.0,39561.0,210.01,28.0,Fear,-1.68,2.77
2022-04-18,40803.0,39700.0,41095.0,38577.0,484.26,24.0,Extreme Fear,2.77,1.72
2022-04-19,41503.0,40809.0,41746.0,40585.0,268.28,27.0,Fear,1.72,-0.33
2022-04-20,41368.0,41499.0,42203.0,40915.0,382.84,27.0,Fear,-0.33,-2.14
2022-04-21,40482.0,41370.0,42969.0,39793.0,493.05,27.0,Fear,-2.14,-1.91
2022-04-22,39709.0,40487.0,40792.0,39200.0,421.3,26.0,Fear,-1.91,-0.73
2022-04-23,39418.0,39709.0,39973.0,39291.0,190.6,24.0,Extreme Fear,-0.73,0.12
2022-04-24,39464.0,39434.0,39929.0,39033.0,283.63,24.0,Extreme Fear,0.12,2.44
2022-04-25,40427.0,39464.0,40599.0,38233.0,654.6,23.0,Extreme Fear,2.44,-5.72
2022-04-26,38113.0,40443.0,40770.0,37708.0,681.47,27.0,Fear,-5.72,2.96
2022-04-27,39243.0,38113.0,39447.0,37869.0,426.83,21.0,Extreme Fear,2.96,1.29
2022-04-28,39748.0,39243.0,40382.0,38888.0,542.39,24.0,Extreme Fear,1.29,-2.94
2022-04-29,38581.0,39748.0,39919.0,38175.0,382.9,23.0,Extreme Fear,-2.94,-2.41
2022-04-30,37650.0,38590.0,38776.0,37596.0,248.22,20.0,Extreme Fear,-2.41,2.15
2022-05-01,38461.0,37642.0,38676.0,37397.0,276.99,22.0,Extreme Fear,2.15,0.14
2022-05-02,38514.0,38472.0,39134.0,38061.0,580.79,28.0,Fear,0.14,-2.07
2022-05-03,37718.0,38515.0,38647.0,37513.0,367.21,27.0,Fear,-2.07,5.22
2022-05-04,39688.0,37717.0,40021.0,37660.0,691.49,21.0,Extreme Fear,5.22,-7.92
2022-05-05,36544.0,39686.0,39833.0,36183.0,1.04,27.0,Fear,-7.92,-1.46
2022-05-06,36009.0,36540.0,36646.0,35267.0,752.84,22.0,Extreme Fear,-1.46,-1.5
2022-05-07,35468.0,36003.0,36119.0,34773.0,288.86,23.0,Extreme Fear,-1.5,-3.97
2022-05-08,34060.0,35468.0,35497.0,33727.0,671.05,18.0,Extreme Fear,-3.97,-11.64
2022-05-09,30095.0,34041.0,34227.0,30095.0,268.09,11.0,Extreme Fear,-11.64,3.03
2022-05-10,31007.5,30098.2,32621.2,29831.0,235.61,10.0,Extreme Fear,3.03,-6.25
2022-05-11,29068.2,31008.0,32113.6,27835.5,296.9,12.0,Extreme Fear,-6.25,-0.32
2022-05-12,28976.0,29073.4,30136.7,26500.5,309.48,12.0,Extreme Fear,-0.32,1.06
2022-05-13,29284.4,28994.3,31002.7,28755.0,141.23,10.0,Extreme Fear,1.06,2.72
2022-05-14,30080.4,29285.2,30277.4,28666.7,70.46,9.0,Extreme Fear,2.72,4.08
2022-05-15,31308.7,30078.6,31383.8,29499.4,65.44,10.0,Extreme Fear,4.08,-4.66
2022-05-16,29849.0,31308.3,31312.4,29135.8,100.25,14.0,Extreme Fear,-4.66,1.97
2022-05-17,30437.5,29856.7,30720.1,29484.5,79.63,8.0,Extreme Fear,1.97,-5.76
2022-05-18,28683.7,30437.5,30687.9,28648.1,92.03,12.0,Extreme Fear,-5.76,5.66
2022-05-19,30305.9,28700.4,30525.1,28682.1,101.38,13.0,Extreme Fear,5.66,-3.72
2022-05-20,29178.6,30305.9,30735.1,28738.5,98.78,13.0,Extreme Fear,-3.72,0.88
2022-05-21,29434.6,29188.7,29623.2,28953.9,32.27,13.0,Extreme Fear,0.88,2.89
2022-05-22,30286.6,29433.0,30462.0,29260.1,50.6,14.0,Extreme Fear,2.89,-3.94
2022-05-23,29093.3,30287.3,30644.8,28913.6,92.1,10.0,Extreme Fear,-3.94,1.91
2022-05-24,29648.7,29091.6,29810.8,28706.1,79.42,12.0,Extreme Fear,1.91,-0.36
2022-05-25,29540.6,29648.7,30202.3,29353.5,78.85,11.0,Extreme Fear,-0.36,-1.14
2022-05-26,29203.5,29537.9,29868.9,28077.9,126.71,12.0,Extreme Fear,-1.14,-2.06
2022-05-27,28601.2,29194.0,29377.1,28282.2,116.41,12.0,Extreme Fear,-2.06,1.49
2022-05-28,29027.1,28620.1,29194.4,28537.2,43.87,13.0,Extreme Fear,1.49,1.51
2022-05-29,29465.2,29027.1,29556.5,28838.7,36.87,14.0,Extreme Fear,1.51,7.66
2022-05-30,31723.3,29465.2,32185.6,29307.2,129.56,10.0,Extreme Fear,7.66,0.22
2022-05-31,31793.4,31730.2,32377.5,31221.2,86.6,16.0,Extreme Fear,0.22,-6.27
2022-06-01,29798.5,31793.1,31969.9,29396.6,135.09,17.0,Extreme Fear,-6.27,2.2
2022-06-02,30455.5,29798.6,30638.5,29604.4,81.4,13.0,Extreme Fear,2.2,-2.48
2022-06-03,29700.9,30455.7,30674.8,29330.8,72.13,10.0,Extreme Fear,-2.48,0.55
2022-06-04,29864.3,29700.9,29963.8,29489.5,33.51,14.0,Extreme Fear,0.55,0.16
2022-06-05,29913.0,29865.1,30166.9,29539.0,30.33,10.0,Extreme Fear,0.16,4.86
2022-06-06,31367.6,29911.2,31753.4,29888.6,94.01,13.0,Extreme Fear,4.86,-0.76
2022-06-07,31128.8,31370.3,31556.6,29235.0,140.32,15.0,Extreme Fear,-0.76,-2.98
2022-06-08,30201.6,31127.2,31312.1,29874.8,87.96,17.0,Extreme Fear,-2.98,-0.34
2022-06-09,30097.8,30202.1,30691.4,29953.8,61.72,11.0,Extreme Fear,-0.34,-3.37
2022-06-10,29083.3,30097.4,30325.6,28884.9,104.26,13.0,Extreme Fear,-3.37,-2.34
2022-06-11,28403.4,29083.3,29426.6,28161.8,82.92,12.0,Extreme Fear,-2.34,-6.33
2022-06-12,26606.3,28404.0,28534.8,26606.3,120.02,14.0,Extreme Fear,-6.33,-15.63
2022-06-13,22448.0,26606.3,26857.6,22006.3,379.26,11.0,Extreme Fear,-15.63,-1.29
2022-06-14,22157.3,22449.1,23200.3,20860.9,251.01,8.0,Extreme Fear,-1.29,1.9
2022-06-15,22577.9,22137.5,22754.4,20125.8,280.41,7.0,Extreme Fear,1.9,-9.71
2022-06-16,20386.6,22577.9,22942.1,20231.1,144.0,7.0,Extreme Fear,-9.71,0.28
2022-06-17,20444.6,20391.3,21315.4,20244.1,136.27,9.0,Extreme Fear,0.28,-7.13
2022-06-18,18986.5,20446.4,20744.7,17630.5,267.25,6.0,Extreme Fear,-7.13,8.38
2022-06-19,20577.2,18983.4,20763.5,17983.7,169.39,6.0,Extreme Fear,8.38,-0.02
